-0.3636	0.283748	238	130
-0.382008	0.306758	230	125
-0.438766	0.348176	214	112
-0.49399	0.377322	199	98
-0.535408	0.397264	190	86
-0.550748	0.454022	170	83
-0.61671	0.521518	144	80
-0.642788	0.521518	136	69
-0.740964	0.507712	126	42
-0.727158	0.57214	114	50
-0.530806	0.512314	147	96
-0.579894	0.696394	99	104
-0.642788	0.70253	91	90
-0.698012	0.705598	81	80
-0.725624	0.668782	78	70
-0.72409	0.615092	95	64
-0.72409	0.506178	126	46
-0.722556	0.309826	189	25
-0.722556	0.27301	199	24
-0.721022	0.207048	217	20
-0.707216	0.184038	228	21
-0.707216	0.151824	240	20
-0.66273	0.116542	269	27
-0.661196	0.105804	271	27
-0.661196	0.0858622	274	28
-0.661196	0.07359	274	28
-0.661196	0.055182	281	34
-0.661196	0.056716	281	35
-0.659662	0.0858622	275	28
-0.661196	0.144154	265	26
-0.679604	0.222388	233	26
-0.682672	0.25	218	26
-0.694944	0.308292	199	28
-0.748634	0.348176	177	24
-0.774712	0.421808	146	25
-0.83147	0.601286	83	31
-0.848344	0.635034	69	32
-0.851412	0.650374	64	35
-0.851412	0.654976	62	35
-0.874422	0.724006	45	40
-0.957258	0.862066	19	64
-0.888228	0.888144	21	79
-0.814596	0.869736	31	85
-0.713352	0.839056	44	96
-0.661196	0.831386	55	104
-0.625914	0.80224	64	107
-0.497058	0.727074	100	123
-0.484786	0.627364	126	120
-0.529272	0.44942	169	91
-0.457174	0.3267	218	98
-0.33292	0.337438	223	138
-0.254686	0.38039	215	162
-0.257754	0.498508	182	164
-0.293036	0.576742	161	157
-0.351328	0.616626	146	147
-0.73176	0.823716	45	84
-0.694944	0.835988	46	98
-0.566088	0.803774	74	119
-0.296104	0.628898	145	158
-0.242414	0.64884	128	158
-0.181054	0.622762	150	188
-0.181054	0.389594	214	187
-0.181054	0.317496	236	184
-0.182588	0.26534	254	187
-0.188724	0.259204	256	186
-0.219404	0.225456	263	174
-0.219404	0.179436	279	175
-0.266958	0.676452	119	151
-0.282298	0.676452	118	150
-0.323716	0.67952	115	142
-0.395814	0.68719	121	141
-0.423426	0.688724	119	137
-0.460242	0.7102	110	130
-0.515466	0.74855	96	121
-0.510864	0.791502	85	128
-0.46331	0.782298	90	137
-0.385076	0.73321	89	131
-0.296104	0.651908	121	148
-0.293036	0.566004	158	160
-0.211734	0.450954	195	177
-0.20253	0.38806	213	180
-0.231676	0.302156	240	171
-0.460242	0.37272	210	108
-0.507796	0.46476	172	94
-0.506262	0.585946	142	105
-0.3636	0.54146	164	143
-0.3636	0.539926	164	145
-0.362066	0.475498	177	141
-0.362066	0.431012	192	139
-0.362066	0.33437	223	135
-0.372804	0.300622	231	133
-0.483252	0.351244	216	105
-0.60904	0.470896	163	74
-0.619778	0.529188	142	74
-0.621312	0.612024	121	82
-0.610574	0.696394	97	96
-0.5937	0.737812	90	107
-0.469446	0.780764	90	134
-0.365134	0.831386	93	158
-0.365134	0.895814	74	162
-0.357464	0.946436	58	169
-0.339056	0.94797	58	172
-0.31758	0.87127	79	170
-0.398882	0.846726	85	152
-0.504728	0.84826	72	133
-0.598302	0.846726	61	117
-0.60137	0.846726	60	115
-0.60137	0.84826	60	115
-0.622846	0.811444	65	111
-0.737896	0.699462	79	72
-0.740964	0.691792	79	69
-0.727158	0.612024	97	64
-0.619778	0.444818	165	71
-0.576826	0.394196	182	79
-0.589098	0.358914	193	71
-0.576826	0.352778	199	76
-0.573758	0.345108	202	77
-0.57069	0.346642	202	77
-0.513932	0.340506	209	92
-0.45564	0.314428	223	107
-0.395814	0.30369	231	126
-0.32525	0.30369	234	143
-0.305308	0.305224	236	153
-0.2869	0.309826	236	156
-0.214802	0.348176	231	179
-0.151908	0.493906	194	196
-0.145772	0.601286	166	199
-0.154976	0.673384	143	196
-0.173384	0.747016	124	192
-0.247016	0.83292	95	178
-0.245482	0.846726	93	179
-0.216336	0.906552	82	191
-0.251618	0.983252	56	184
-0.40195	0.966378	48	162
-0.44797	0.872804	64	146
-0.487854	0.662646	116	126
-0.645856	0.61816	116	84
-0.66273	0.536858	132	71
-0.66273	0.562936	130	70
-0.740964	0.68719	94	68
-0.75477	0.765424	55	78
-0.717954	0.673384	79	78
-0.635118	0.57981	119	79
-0.527738	0.455556	174	98
-0.527738	0.427944	182	95
-0.536942	0.401866	185	90
-0.536942	0.369652	196	87
-0.538476	0.302156	219	80
-0.520068	0.28835	228	87
-0.483252	0.28835	231	94
-0.40195	0.285282	238	120
-0.375872	0.323632	232	132
-0.285366	0.450954	193	138
-0.17952	0.539926	179	186
-0.24855	0.658044	130	161
-0.331386	0.659578	122	142
-0.464844	0.747016	107	135
-0.615176	0.800706	71	112
-0.851412	0.770026	43	66
-0.806926	0.61816	73	46
-0.57069	0.431012	156	70
-0.500126	0.352778	203	98
-0.451038	0.312894	222	106
-0.339056	0.325166	229	139
-0.360532	0.37272	218	138
-0.372804	0.467828	195	134
-0.37127	0.596684	152	142
-0.37894	0.705598	122	147
-0.40962	0.766958	106	144
-0.397348	0.843658	84	153
-0.33292	0.851328	86	166
-0.293036	0.897348	78	177
-0.26389	1.03387	42	188
-0.26389	1.05535	37	189
-0.26389	1.08143	34	193
-0.236278	1.19648	13	205
-0.236278	1.19341	14	205
-0.236278	1.19341	14	205
-0.236278	1.19341	14	204
-0.113558	1.15966	27	219
-0.113558	1.15966	28	219
-0.113558	1.15813	26	217
-0.113558	1.15659	27	217
-0.0844119	1.11057	31	217
0.00149202	1.02774	58	227
0.00302601	0.946436	77	222
-0.00157595	0.883542	100	222
-0.019984	0.829852	112	219
-0.019984	0.788434	118	217
-0.021518	0.751618	129	218
-0.023052	0.693326	144	218
-0.04146	0.635034	160	216
-0.04146	0.56447	179	217
-0.04146	0.513848	190	218
-0.0399261	0.444818	212	223
-0.023052	0.386526	217	226
-0.023052	0.34971	236	229
-0.04146	0.314428	246	225
-0.0644701	0.294486	254	222
-0.092082	0.237728	268	214
-0.092082	0.202446	281	216
-0.101286	0.184038	284	212
-0.101286	0.144154	285	214
-0.10282	0.131882	286	214
-0.207132	0.177902	283	183
-0.260822	0.220854	268	167
-0.303774	0.230058	262	152
-0.306842	0.187106	272	151
-0.306842	0.138018	285	151
-0.308376	0.133416	285	150
-0.349794	0.138018	284	138
-0.412688	0.144154	282	122
-0.530806	0.161028	276	83
-0.592166	0.18864	263	59
-0.630516	0.28068	222	48
-0.63205	0.306758	212	51
-0.851412	0.677986	62	44
-0.888228	0.707132	49	43
-0.898966	0.7102	45	41
-0.960326	0.711734	40	30
-1.00328	0.74855	31	32
-1.00635	0.751618	28	33
-1.01095	0.757754	27	34
-1.05543	0.777696	18	32
-1.08918	0.791502	11	29
-1.08918	0.791502	11	29
-1.08918	0.77156	14	28
-1.04009	0.70253	34	28
-0.941918	0.613558	35	19
-0.829936	0.489304	112	24
-0.763974	0.438682	137	28
-0.71642	0.377322	164	37
-0.6704	0.30369	195	39
-0.638186	0.237728	227	45
-0.636652	0.19631	243	42
-0.635118	0.144154	265	37
-0.636652	0.125746	274	36
-0.628982	0.122678	275	36
-0.628982	0.101202	278	37
-0.628982	0.0873961	279	35
-0.628982	0.0843279	286	49
-0.628982	0.078192	286	49
-0.604438	0.076658	287	52
-0.513932	0.078192	291	91
-0.460242	0.0858622	292	104
-0.375872	0.14262	284	126
-0.366668	0.294486	245	135
-0.375872	0.384992	220	133
-0.475582	0.51078	170	116
-0.642788	0.658044	101	85
-0.526204	0.682588	108	113
-0.354396	0.573674	155	150
-0.454106	0.493906	172	121
